,0,1
10,235385,"[u'inventori', u'track', u'rail', u'car', u'pharmaci', u'medic', u'manag', u'shelf', u'effici', u'cabinet', u'fuel', u'monitor', u'case', u'system', u'rf', u'pack', u'util', u'tag', u'produc', u'label', u'product', u'custom', u'remot', u'object', u'relat', u'field']"
11,348373,"[u'modular', u'modul', u'camera', u'dome', u'magnifi', u'portabl', u'cover', u'electron', u'support', u'assembl', u'electromagnet', u'rotat', u'embed', u'open', u'cabl', u'mount', u'devic', u'structur', u'bodi', u'mechan', u'adjust', u'have', u'angl', u'shoot']"
12,399 12,"[u'memori', u'id', u'replac', u'genuin', u'inform', u'cartridg', u'manag', u'consum', u'chip', u'store', u'can', u'storag', u'remov', u'detect', u'part', u'toner', u'method', u'determin', u'system', u'compon', u'capabl', u'product', u'mount', u'detach', u'medium', u'record', u'oper', u'unit', u'prevent']"
13,348374,"[u'modul', u'packag', u'camera', u'wafer', u'webcam', u'heat', u'quad', u'mountabl', u'manufactur', u'dust', u'dissip', u'structur', u'len', u'core', u'substrat', u'bodi', u'unit', u'member', u'same', u'level', u'assembl', u'barrel', u'devic', u'electron', u'have', u'chip', u'sensor', u'align', u'pickup', u'mount', u'remov', u'support', u'compon']"
14,323271,"[u'nitrid', u'iii', u'convert', u'synchron', u'circuit', u'hysteret', u'includ', u'semiconductor', u'side', u'buck', u'dc', u'averag', u'protect', u'driver', u'switch', u'transit', u'drive', u'effici', u'digit', u'stage', u'mode', u'pwm', u'electron', u'therefor', u'multi', u'control', u'method']"
15,D 7629,"[u'contain', u'food', u'storag', u'geometr', u'compart', u'cover', u'stackabl', u'produc', u'jar', u'box', u'lid', u'assembl', u'combin', u'have', u'shape']"
16,250288,"[u'ioniz', u'electrosprai', u'mass', u'spectrometri', u'atmospher', u'pressur', u'ion', u'spectromet', u'sampl', u'interfac', u'sprai', u'chemic', u'desorpt', u'capillari', u'porou', u'wet', u'inlet', u'analysi', u'mobil', u'nanosprai', u'ablat', u'separ', u'transfer', u'ms', u'maldi', u'gc', u'analyz', u'introduct', u'chromatograph', u'membran', u'analyt', u'sourc', u'releas', u'reaction', u'assist', u'vapor', u'discontinu', u'molecular', u'laser', u'chromatographi', u'ga', u'dissoci', u'probe', u'spectroscopi', u'trace', u'nano', u'solut', u'droplet', u'flow', u'emitt']"
17,355 30,"[u'immers', u'clean', u'fluid', u'liquid', u'lithograph', u'handl', u'ga', u'mainten', u'structur', u'devic', u'flow', u'method', u'member', u'remov', u'lithographi', u'suppli', u'vacuum', u'manufactur', u'cleanup', u'dry', u'len', u'apparatu', u'cool', u'contamin', u'particl', u'seal', u'gap', u'dure', u'produc', u'regul', u'protect', u'thermal', u'residu', u'wafer', u'involv', u'surfac', u'recoveri', u'temperatur', u'machin', u'between', u'oper', u'type', u'confin', u'exchang', u'from', u'base', u'detect', u'encod', u'under', u'heat']"
18,250282,"[u'mass', u'spectrometri', u'spectromet', u'ion', u'peptid', u'analysi', u'maldi', u'protein', u'precursor', u'assai', u'fragment', u'proteom', u'hyperplasia', u'biomark', u'dihydrotestosteron', u'adren', u'congenit', u'tandem', u'mobil', u'vitamin', u'isotop', u'chromatographi', u'data', u'spectra', u'spectrum', u'c', u'revers', u'cyclotron', u'ablat', u'dissoci', u'method', u'acquisit', u'trap', u'asymmetr', u'ms', u'techniqu', u'select', u'unknown', u'sequenc', u'quadrupol', u'collis']"
19,250281,"[u'mass', u'spectromet', u'ion', u'pressur', u'atmospher', u'mobil', u'fragment', u'quadrupol', u'trap', u'spectrometri', u'tandem', u'compound', u'reduct', u'ms', u'transfer', u'cell', u'assembl', u'vacuum', u'coupl', u'electrod', u'product', u'analyz', u'analysi', u'ioniz', u'arrang', u'plasma']"
20,347 14,"[u'method', u'print', u'handheld', u'translat', u'control', u'posit', u'condit', u'calibr', u'apparatu', u'program', u'process', u'land', u'fire', u'registr', u'valu', u'defect', u'time', u'data', u'compens', u'switch', u'misalign', u'correct', u'inkjet', u'readabl', u'adjust', u'oper', u'speed', u'medium', u'calcul', u'perform', u'mode', u'direct', u'determin', u'system', u'comput', u'sensor', u'error', u'activ', u'align']"
21,347 16,"[u'record', u'transport', u'medium', u'media', u'print', u'apparatu', u'convei', u'control', u'sheet', u'movabl', u'vacuum', u'imag', u'registr', u'convey', u'execut', u'method', u'format', u'transfix', u'output', u'motor', u'side', u'devic', u'web', u'duplex', u'continu', u'system', u'wide', u'roller', u'comput', u'feed', u'digit', u'storag', u'qualiti', u'program', u'readabl']"
22,347 10,"[u'drive', u'crosstalk', u'piezo', u'voltag', u'eject', u'waveform', u'drop', u'control', u'liquid', u'load', u'capacit', u'signal', u'inkjet', u'method', u'apparatu', u'capabl', u'droplet', u'circuit', u'energi', u'devic', u'gener', u'jet', u'from', u'head', u'reduc', u'compens', u'nozzl', u'discharg', u'thereof', u'fluid']"
23,347 19,"[u'detect', u'test', u'measur', u'method', u'inspect', u'correct', u'defect', u'calibr', u'system', u'pattern', u'posit', u'determin', u'shrink', u'comput', u'analysi', u'stretch', u'align', u'error', u'weak', u'sensor', u'state', u'print', u'health', u'miss', u'abnorm', u'detector', u'readabl', u'evalu', u'adjust', u'refer', u'judg', u'stitch', u'compens', u'devic', u'media', u'between', u'store', u'acquir', u'identifi', u'land', u'failur', u'medium', u'calcul', u'discharg', u'amount', u'printer', u'control', u'data', u'engin', u'correspond']"
24,606279,"[u'spinal', u'method', u'stabil', u'segment', u'canal', u'implant', u'vertebr', u'minim', u'invas', u'spine', u'exist', u'fusion', u'deform', u'tether', u'facet', u'scoliosi', u'intervertebr', u'fixat', u'pedicl', u'cervic', u'instal', u'constrain', u'anterior', u'techniqu', u'extend', u'percutan', u'vertebra', u'construct', u'element', u'correct', u'expand', u'insert', u'interbodi', u'system', u'placement', u'bodi', u'structur', u'between', u'rod', u'link', u'lumbar', u'transvers', u'apparatu', u'disc', u'polyaxi', u'motion', u'column', u'distract', u'screw', u'connector']"
25,445 24,"[u'displai', u'organ', u'devic', u'electroluminesc', u'same', u'manufactur', u'element', u'emit', u'panel', u'light', u'film', u'method', u'fabric', u'illumin', u'touch', u'optic', u'el', u'color', u'includ', u'align', u'layer', u'diod', u'thereof', u'base', u'reduc', u'imag', u'product', u'process', u'luminesc', u'substrat']"
26,216 22,"[u'magnet', u'record', u'perpendicular', u'pole', u'head', u'write', u'provid', u'hard', u'shield', u'media', u'medium', u'transduc', u'magnetoresist', u'manufactur', u'read', u'system', u'sensor', u'writer', u'main', u'nft', u'reproduc', u'damascen', u'wrap', u'track', u'around', u'assist', u'mask', u'disk', u'sink', u'bit', u'discret', u'heat', u'method', u'side', u'mill', u'narrow', u'energi', u'us', u'taper', u'drive', u'master', u'have', u'planar', u'block']"
27,455558,"[u'card', u'sim', u'ident', u'toolkit', u'subscrib', u'uicc', u'eras', u'standbi', u'memori', u'modul', u'smart', u'imsi', u'origin', u'chip', u'store', u'ic', u'secur', u'remov', u'subscript', u'termin', u'conflict', u'same', u'detach', u'contactless', u'mobil', u'util', u'privat', u'dual', u'oper', u'devic', u'identif', u'storag', u'manag', u'applic', u'correspond', u'modem', u'apparatus', u'capabl', u'portabl', u'univers', u'compris', u'request', u'support', u'telephon']"
28,455557,"[u'accessori', u'modem', u'interfac', u'dock', u'connector', u'extern', u'realiti', u'devic', u'player', u'mobil', u'audio', u'smart', u'camera', u'augment', u'univers', u'entri', u'comput', u'detach', u'host', u'imag', u'portabl', u'protocol', u'baseband', u'displai', u'present', u'electron', u'assembl', u'enabl', u'adapt', u'data', u'batteri', u'screen', u'termin']"
29,3562372,"[u'inspect', u'defect', u'flaw', u'wafer', u'mainten', u'apparatu', u'disk', u'semiconductor', u'spot', u'method', u'workpiec', u'surfac', u'pattern', u'qualiti', u'illumin', u'therefor', u'substrat', u'mask', u'scatter', u'manufactur', u'exposur', u'thereof', u'multipl', u'multi', u'base']"
30,378 65,"[u'therapi', u'treatment', u'radiotherapi', u'plan', u'orthovoltag', u'radiat', u'calcul', u'optim', u'dose', u'radiosurgeri', u'motion', u'ocular', u'treat', u'cancer', u'radiotherapeut', u'track', u'arc', u'predict', u'target', u'patient', u'imrt', u'verif', u'guid', u'deliveri', u'charg', u'simul', u'conjunct', u'intens', u'adapt', u'move', u'field', u'particl', u'breath', u'coupl', u'simultan', u'dure', u'pertain', u'modul']"
31,416 97R,"[u'cool', u'film', u'channel', u'serpentin', u'hole', u'wall', u'turbin', u'circuit', u'trail', u'airfoil', u'edg', u'near', u'region', u'imping', u'showerhead', u'passag', u'core', u'blade', u'tip', u'platform', u'microcircuit', u'turbul', u'compon', u'vortex', u'endwal', u'ga', u'intern', u'thermal', u'which', u'form', u'multipl', u'slot', u'have', u'ring', u'air', u'vane', u'improv']"
32,705 36R,"[u'portfolio', u'invest', u'index', u'investor', u'stock', u'fund', u'risk', u'asset', u'financi', u'corpor', u'hedg', u'deriv', u'incom', u'secur', u'adjust', u'fix', u'class', u'instrument', u'volatil', u'valu', u'equiti', u'annuiti', u'collater', u'due', u'synthet', u'method', u'comput', u'immedi', u'ventur', u'payoff', u'creat', u'option', u'liquid', u'contribut', u'basi', u'mutual', u'fungibl', u'guarante', u'trade', u'retir', u'compani', u'alloc', u'benchmark', u'chart', u'oblig', u'posit', u'patent', u'date', u'debt', u'factor']"
33,725 39,"[u'guid', u'program', u'electron', u'acquir', u'epg', u'inform', u'time', u'extend', u'servic', u'schedul', u'interact', u'thereof', u'present', u'control', u'same', u'sourc', u'search', u'displai', u'multimedia', u'real', u'broadcast', u'event']"
34,725 38,"[u'channel', u'cell', u'thumbnail', u'signal', u'map', u'virtual', u'scan', u'region', u'receiv', u'definit', u'imag', u'chang', u'broadcast', u'same', u'list', u'reduc', u'displai', u'input', u'oper', u'thereof', u'apparatu', u'tabl', u'protocol', u'provid', u'navig', u'method', u'process', u'transmit', u'control', u'applic', u'us', u'select', u'dynam']"
35,700282,"[u'valv', u'flow', u'pump', u'fluid', u'pressur', u'mass', u'hydraul', u'compressor', u'water', u'control', u'especi', u'spa', u'ga', u'electro', u'liquid', u'pneumat', u'other', u'treatment', u'actuat', u'regul', u'rate', u'detect', u'channel']"
36,725 32,"[u'insert', u'advertis', u'ad', u'commerci', u'product', u'placement', u'substitut', u'target', u'messag', u'content', u'stream', u'therefor', u'appli', u'break', u'inject', u'enhanc', u'trigger', u'error', u'present', u'event', u'smart', u'object', u'techniqu']"
37,700286,"[u'power', u'energi', u'voltag', u'distribut', u'electr', u'grid', u'wind', u'instruct', u'coordin', u'dc', u'aggreg', u'turbin', u'time', u'system', u'network', u'transmiss', u'manag', u'real', u'monitor', u'gener', u'demand', u'suppli', u'oper', u'estim', u'high', u'wireless']"
38,711162,"[u'backup', u'snapshot', u'copi', u'replic', u'remot', u'restor', u'data', u'volum', u'mirror', u'storag', u'target', u'consist', u'migrat', u'duplic', u'point', u'increment', u'dedupl', u'up', u'creat', u'recoveri', u'back', u'virtual', u'discov', u'system', u'clone', u'journal', u'de', u'site', u'intermitt', u'laptop', u'lun', u'cascad', u'imag', u'group', u'splitter', u'mainfram', u'maintain', u'disast', u'lifecycl', u'setup', u'relationship', u'asynchron', u'time', u'whether', u'repositori', u'method', u'environ', u'preserv', u'pair', u'continu']"
39,711163,"[u'secur', u'protect', u'permiss', u'augment', u'access', u'authent', u'onli', u'aggreg', u'worm', u'devic', u'mani', u'restrict', u'lock', u'onc', u'region', u'critic', u'attach', u'medium', u'hardwar', u'mass', u'content', u'portabl']"
40,711161,"[u'archiv', u'take', u'migrat', u'worm', u'volum', u'storag', u'path', u'extent', u'creat', u'data', u'between', u'snapshot', u'system', u'dedupl', u'output', u'input', u'locat', u'log', u'duplic', u'backup', u'mirror', u'remov', u'chang', u'method', u'implement', u'manag', u'recoveri', u'copi', u'switch', u'logic', u'synchron', u'metadata', u'function', u'file', u'track', u'plural']"
41,711167,"[u'latenc', u'signal', u'strobe', u'indetermin', u'time', u'synchron', u'memori', u'clock', u'start', u'adjust', u'chip', u'frame', u'throttl', u'schedul', u'indic', u'read', u'circuit', u'enabl', u'counter', u'domain', u'asynchron', u'command', u'type', u'stack', u'have', u'rate', u'low', u'access', u'devic', u'persist', u'interfac', u'transfer', u'state', u'includ', u'integr', u'oper', u'write']"
42,711165,"[u'migrat', u'move', u'tier', u'reorgan', u'spot', u'extent', u'contain', u'characterist', u'compact', u'defragment', u'pair', u'storag', u'reloc', u'demand', u'temporari', u'recycl', u'hot', u'manag', u'spatial', u'destin', u'asymmetr', u'compon', u'comput', u'disrupt', u'dure', u'data', u'placement', u'boot', u'cascad', u'pool', u'realloc', u'select', u'frequenc', u'program', u'base', u'method']"
43,701408,"[u'locat', u'navig', u'posit', u'inform', u'map', u'visibl', u'store', u'radio', u'thereof', u'geograph', u'model', u'servic', u'acquisit', u'track', u'commun', u'system', u'other', u'program', u'gp', u'updat', u'road', u'dimension', u'element', u'network', u'person', u'featur', u'determin']"
44,701409,"[u'map', u'geograph', u'indoor', u'navig', u'digit', u'locat', u'geometri', u'inform', u'local', u'imag', u'base', u'lane', u'us', u'area', u'gp', u'databas', u'visual', u'road', u'updat', u'portabl', u'mobil', u'posit', u'guid', u'paramet', u'point', u'interest', u'object']"
45,701400,"[u'navig', u'rout', u'geograph', u'poi', u'mobil', u'direct', u'mechan', u'inform', u'provid', u'plan', u'destin', u'locat', u'screen', u'content', u'portabl', u'awar', u'usag', u'us', u'park', u'user', u'system', u'method', u'program', u'thereof', u'search', u'record', u'wireless', u'sens', u'comput', u'interfac', u'multipl', u'evalu', u'area']"
46,424 59,"[u'tan', u'photostabil', u'ultraviolet', u'uv', u'sunless', u'alkoxycrylen', u'sunscreen', u'triazin', u'sunburn', u'photoprotect', u'sun', u'zeaxanthin', u'aminobenzalmalon', u'skin', u'para', u'uva', u'melanin', u'problem', u'protect', u'absorb', u'cosmet', u'ingest', u'topic', u'retinoid', u'compound', u'radiat', u'w', u'composit', u'impart', u'compris', u'dermatolog', u'screen']"
47,702 63,"[u'batteri', u'charg', u'state', u'pack', u'secondari', u'capac', u'recharg', u'estim', u'electrochem', u'life', u'soc', u'remain', u'deterior', u'voltag', u'cell', u'health', u'suppli', u'degrad', u'vehicl', u'accur', u'usag', u'power', u'electr', u'devic', u'storag', u'servic', u'same', u'drive', u'thereof', u'apparatu', u'manag', u'fuel', u'energi', u'method', u'monitor', u'control', u'sourc', u'determin']"
48,349 65,"[u'backlight', u'guid', u'light', u'unit', u'emit', u'illumin', u'led', u'modul', u'protrus', u'plate', u'surfac', u'edg', u'assembl', u'back', u'uniform', u'have', u'devic', u'sourc', u'planar', u'lcd', u'diod', u'through', u'area', u'includ', u'apparatu', u'compris', u'portion', u'displai', u'same', u'transpar', u'direct', u'second']"
49,438 46,"[u'count', u'light', u'emit', u'nitrid', u'iii', u'lift', u'off', u'group', u'led', u'gan', u'growth', u'diod', u'element', u'laser', u'gallium', u'optic', u'associ', u'reduc', u'manufactur', u'semiconductor', u'aluminum', u'compris', u'n', u'product', u'v', u'optoelectron', u'method', u'mask', u'compound', u'type', u'devic', u'chip', u'vertic', u'enhanc', u'organ', u'epitaxi']"
50,345156,"[u'input', u'haptic', u'control', u'handheld', u'feedback', u'motion', u'base', u'interfac', u'forc', u'user', u'absolut', u'voic', u'tension', u'system', u'recognit', u'game', u'button', u'gestur', u'inform', u'interact', u'spell', u'comput', u'cooper', u'attent', u'cabl', u'oper', u'devic', u'track', u'audio', u'manipul', u'check', u'computer', u'sound', u'sensat', u'articl', u'hand', u'storag', u'disambigu', u'portabl', u'posit', u'remot', u'manag', u'gaze']"
51,345157,"[u'cursor', u'point', u'input', u'movement', u'handheld', u'desktop', u'navig', u'thereon', u'control', u'program', u'readabl', u'system', u'pointer', u'medium', u'posit', u'inform', u'apparatu', u'camera', u'storag', u'comput', u'store', u'coordin', u'move', u'motion', u'medic', u'tool', u'indic', u'devic', u'mous', u'track', u'mechan', u'oper', u'base']"
52,340435,"[u'obstacl', u'surround', u'vehicl', u'blind', u'collis', u'spot', u'distanc', u'overhead', u'avoid', u'warn', u'driver', u'motor', u'rear', u'camera', u'object', u'imag', u'detect', u'lane', u'assist', u'drive', u'vision', u'proxim', u'head', u'up', u'apparatu', u'support', u'safeti', u'vehicular', u'displai', u'mount', u'alert', u'sensor']"
53,345158,"[u'princip', u'gestur', u'remot', u'point', u'plai', u'toi', u'game', u'control', u'motion', u'human', u'cursor', u'hand', u'orient', u'system', u'sensori', u'recognit', u'input', u'navig', u'interfac', u'space', u'direct', u'machin', u'pointer', u'spatial', u'dimens', u'track', u'interact', u'user', u'devic', u'menu', u'storag', u'movement', u'both', u'correl', u'portabl', u'interpret', u'medium', u'move', u'camera', u'oper', u'3d', u'virtual', u'combin', u'store', u'calibr', u'depend', u'detect', u'multi', u'multimedia']"
54,701533,"[u'rout', u'navig', u'defin', u'map', u'repres', u'plan', u'content', u'user', u'inform', u'provid', u'displai', u'gener', u'applic', u'locat', u'program', u'search', u'path', u'travel', u'road', u'data', u'termin', u'method', u'portabl', u'server', u'person', u'thereof', u'park']"
55,475331,"[u'carrier', u'planet', u'applic', u'relat', u'planetari', u'pinion', u'gear', u'backlash', u'washer', u'thrust', u'rotari', u'turbin', u'wind', u'scaveng', u'axial', u'gearset', u'ring', u'arrang', u'gearbox', u'ga', u'element', u'assembl', u'mount', u'epicycl', u'load', u'reduct', u'bear', u'pin', u'support', u'mechan', u'unit', u'rotat', u'shaft', u'engin']"
56,D 8356,"[u'cord', u'manag', u'carabin', u'strap', u'organ', u'rout', u'closur', u'consolid', u'stackabl', u'line', u'hose', u'grommet', u'wind', u'core', u'rope', u'tongu', u'system', u'flow', u'lanyard', u'clip', u'attach', u'cabl', u'unit', u'wire', u'spacer', u'loop', u'shackl', u'mechan', u'spring', u'holder', u'rack', u'devic', u'swivel', u'frame', u'doubl', u'apparatu', u'retain', u'connect', u'guid', u'ring', u'arm']"
57,D 8354,"[u'bracket', u'object', u'spacer', u'mount', u'modular', u'support', u'rebar', u'build', u'panel', u'foot', u'devic', u'frame', u'system', u'concret', u'compon', u'suction', u'wall', u'base', u'hang', u'plate', u'secur', u'connect', u'roof', u'rail', u'furnitur', u'univers', u'connector', u'assembl']"
58,600585,"[u'wire', u'guidewir', u'guid', u'stiff', u'nickel', u'titanium', u'ribbon', u'superelast', u'construct', u'medic', u'twist', u'alloi', u'elong', u'make', u'cathet', u'core', u'torqu', u'composit', u'cross', u'steerabl', u'tubular', u'anatomi', u'member', u'male', u'mark', u'distal', u'coil', u'tip', u'have', u'variabl', u'loop', u'manufactur', u'deflect', u'load', u'same', u'balloon', u'through', u'occlus', u'assembl', u'connector', u'coupl', u'bend']"
59,600587,"[u'forc', u'joint', u'load', u'anatom', u'volumetr', u'limb', u'measur', u'align', u'size', u'sens', u'method', u'stabil', u'analysi', u'volum', u'obtain', u'breast', u'comput', u'determin', u'bone']"
60,707767,"[u'suggest', u'recommend', u'complet', u'autocomplet', u'queri', u'refin', u'search', u'trend', u'assist', u'predict', u'term', u'expans', u'effect', u'phrase', u'present', u'context', u'improv', u'word', u'person', u'input', u'interact', u'user', u'contextu', u'displai', u'log', u'gener', u'mine', u'enabl', u'item', u'analysi', u'navig', u'media', u'relat', u'relev', u'keyword', u'real', u'provid', u'onlin', u'digit', u'tag', u'interfac']"
61,707765,"[u'refin', u'sibl', u'queri', u'search', u'expans', u'phrase', u'ident', u'gener', u'feedback', u'suggest', u'keyword', u'relationship', u'util', u'list', u'result', u'same', u'control', u'text', u'relev', u'displai', u'select']"
62,365158,"[u'magnet', u'spin', u'magnetoresist', u'mram', u'torqu', u'random', u'tunnel', u'junction', u'element', u'access', u'transfer', u'stt', u'ferromagnet', u'smt', u'stram', u'field', u'record', u'shunt', u'spintron', u'unidirect', u'perpendicular', u'effect', u'mtj', u'superconduct', u'rais', u'structur', u'referenc', u'induc', u'assist', u'antiferromagnet', u'compound', u'write', u'sttmram', u'current', u'layer', u'thermal', u'cell', u'share', u'refer', u'procedur', u'anisotropi', u'domain', u'heat', u'switch', u'motion', u'multi', u'fabric', u'between', u'free', u'enhanc']"
63,365154,"[u'sram', u'static', u'8t', u'cell', u'port', u'file', u'random', u'flop', u'10t', u'access', u'robust', u'flip', u'finfet', u'dual', u'transistor', u'latch', u'upset', u'near', u'strap', u'write', u'stabil', u'design', u'asymmetr', u'track', u'cmo', u'well', u'assist', u'regist', u'featur', u'ram', u'side', u'low', u'function', u'leakag', u'contact', u'circuit', u'suppli', u'singl', u'enhanc', u'row', u'fabric', u'improv', u'implement']"
64,707769,"[u'stopword', u'search', u'rdsm', u'meaning', u'commerc', u'stream', u'symbol', u'network', u'queri', u'stop', u'discoveri', u'over', u'soa', u'process', u'dynam', u'express', u'implement', u'servic', u'registri', u'discuss', u'tag', u'standard', u'locat', u'media', u'orient', u'keyword', u'domain', u'method', u'base', u'aggreg', u'techniqu', u'gather', u'synonym', u'research', u'inventori', u'string']"
65,525191,"[u'polyolefin', u'polyethylen', u'polypropylen', u'blend', u'reactor', u'composit', u'therefrom', u'propylen', u'film', u'automot', u'cabl', u'seal', u'articl', u'thermoplast', u'long', u'blow', u'1', u'extrus', u'improv', u'elastom', u'mold', u'orient', u'made', u'heterophas', u'soft', u'bimod', u'foam', u'mould', u'sealant', u'sheet', u'ethylen', u'interpolym', u'resin', u'branch', u'elastomer', u'high', u'chain', u'polym', u'pressur']"
66,514 44,"[u'oligonucleotid', u'rna', u'gene', u'antisens', u'express', u'iro', u'interfer', u'microrna', u'dsrna', u'target', u'regulatori', u'rnai', u'inhibit', u'igfbp', u'clusterin', u'transcript', u'smn2', u'respons', u'nucleic', u'induct', u'strand', u'defb1', u'invas', u'pax2', u'interf', u'oligomer', u'micro', u'immun', u'toll', u'given', u'mir', u'immunostimulatori', u'mediat', u'atrophi', u'filoviru', u'genet', u'via', u'method', u'mirna', u'splice', u'hif', u'sirna']"
67,257432,"[u'imag', u'solid', u'state', u'sensor', u'microlen', u'camera', u'len', u'focal', u'optic', u'receiv', u'filter', u'ir', u'backsid', u'illumin', u'photoelectr', u'modul', u'guid', u'convers', u'cut', u'captur', u'apparatu', u'back', u'interfer', u'photodetector', u'plane', u'inform', u'photodiod', u'photon', u'pixel', u'color', u'pickup', u'reflect', u'caviti', u'manufactur', u'sens', u'wafer', u'method', u'side', u'optoelectron']"
68,375219,"[u'transceiv', u'duplex', u'sleep', u'interfac', u'commun', u'deseri', u'latenc', u'power', u'oper', u'rf', u'serial', u'self', u'convert', u'applic', u'electromagnet', u'rapid', u'transmitt', u'have', u'subscrib', u'bu', u'awar', u'physic', u'wireless', u'reconfigur', u'speed', u'capabl', u'low', u'high', u'rate', u'test', u'calibr', u'oscil', u'precod', u'band', u'differenti']"
69,323282,"[u'switch', u'method', u'convert', u'topolog', u'intern', u'gain', u'neg', u'suppli', u'control', u'adjust', u'mode', u'iii', u'width', u'signal', u'diod', u'emploi', u'correspond', u'transistor', u'induct', u'feedback', u'puls', u'output', u'synchron', u'averag', u'protect', u'reduc', u'dc', u'limit', u'regul', u'singl', u'improv', u'constant', u'frequenc']"
70,706 12,"[u'learn', u'machin', u'classifi', u'cluster', u'train', u'vector', u'featur', u'scale', u'supervis', u'classif', u'document', u'kernel', u'model', u'multipl', u'function', u'partial', u'detect', u'automat', u'select', u'class', u'hash', u'search', u'rank', u'dataset', u'anomali', u'diagnosi', u'valu', u'emploi', u'between', u'result', u'line', u'predict', u'state', u'us', u'hidden', u'specif', u'feedback', u'advanc', u'pack', u'htm', u'svm', u'spectral', u'program', u'approxim', u'unsupervis', u'larg', u'adapt', u'devic', u'comparison', u'motion']"
