,0,1
16,250288,"[u'ioniz', u'electrosprai', u'mass', u'spectromet', u'analyt', u'atmospher', u'pressur', u'analysi', u'ion', u'sampl', u'capillari', u'ga', u'spectrometri', u'sprai', u'analyz', u'solvent', u'desorpt', u'flow', u'liquid', u'nebul', u'inlet', u'desorb', u'esi', u'molecul', u'gc', u'mobil', u'molecular', u'speci', u'chromatograph', u'ms', u'apci', u'needl', u'spectrometr', u'chromatographi', u'probe', u'chamber', u'neutral', u'volatil', u'droplet', u'ablat', u'interfac', u'separ', u'chemic', u'vacuum', u'introduc', u'introduct', u'solut', u'jet', u'maldi', u'porou']"
17,355 30,"[u'liquid', u'immers', u'ga', u'fluid', u'suppli', u'flow', u'clean', u'temperatur', u'space', u'gap', u'handl', u'remov', u'apparatu', u'lithograph', u'between', u'cool', u'heat', u'member', u'open', u'outlet', u'confin', u'environ', u'rate', u'vacuum', u'pump', u'contact', u'recov', u'regul', u'contamin', u'particl', u'inlet', u'adher', u'prevent', u'fill', u'recoveri', u'extract', u'through', u'disclos', u'meniscu', u'from', u'surfac', u'tank', u'chamber', u'seal', u'toward', u'surround', u'lithographi', u'dry', u'final', u'cooler']"
18,250282,"[u'mass', u'spectrometri', u'ion', u'fragment', u'spectromet', u'peptid', u'ioniz', u'sampl', u'quantifi', u'analysi', u'precursor', u'ms', u'involv', u'protein', u'method', u'analyt', u'spectrum', u'tandem', u'spectrometr', u'list', u'chromatograph', u'analyz', u'dissoci', u'spectra', u'strategi', u'dehydroepiandrosteron', u'dhea', u'trap', u'ratio', u'peak', u'desorpt', u'identifi', u'dht', u'deoxycorticosteron', u'dihydrotestosteron', u'deoxycortisol', u'cah', u'androstenedion', u'progesteron', u'cortisol', u'pregnenolon', u'retent', u'lc', u'mobil', u'ft', u'collis', u'search', u'assist', u'icr', u'identif']"
19,250281,"[u'mass', u'spectromet', u'ion', u'fragment', u'mobil', u'trap', u'confin', u'collis', u'cid', u'chromatogram', u'guid', u'fidel', u'spectrometri', u'pressur', u'exit', u'analyt', u'tandem', u'resolv', u'collid', u'analysi', u'electrod', u'parent', u'dissoci', u'restrict', u'separ', u'sim', u'axial', u'rf', u'fifth', u'analyz', u'quadrupol', u'cell', u'vacuum', u'ratio', u'dynod', u'downstream', u'radio', u'kinet', u'henc', u'atmospher', u'field', u'speci', u'spectra', u'introduc']"
20,347 14,"[u'determin', u'data', u'base', u'paramet', u'dot', u'control', u'print', u'pattern', u'time', u'imag', u'medium', u'inform', u'navig', u'acquir', u'pixel', u'predetermin', u'method', u'valu', u'land', u'detect', u'calcul', u'basi', u'handheld', u'amount', u'perform', u'ra:rb', u'gradat', u'us', u'identifi', u'adjust', u'rb', u'accord', u'nozzl', u'correct', u'claim', u'interv', u'refer', u'eject', u'oper', u'differ', u'obtain', u'compens', u'measur', u'compar', u'apparatu', u'unit', u'error', u'plural', u'among', u'minor']"
21,347 16,"[u'roller', u'convey', u'convei', u'sheet', u'transport', u'control', u'medium', u'record', u'detect', u'rotat', u'trail', u'paper', u'photosensor', u'imag', u'roll', u'print', u'jam', u'web', u'torqu', u'trai', u'feed', u'stretch', u'sensor', u'media', u'splice', u'motor', u'apparatu', u'downstream', u'unit', u'amount', u'stop', u'nip', u'rout', u'fed', u'perform', u'job', u'cutter', u'after', u'base', u'refer', u'registr', u'suction', u'determin', u'befor', u'cut', u'when', u'correctli', u'speed', u'advanc', u'correct']"
22,347 10,"[u'waveform', u'puls', u'amplifi', u'signal', u'drive', u'voltag', u'amplif', u'gener', u'tc', u'contract', u'appli', u'cycl', u'smooth', u'digit', u'period', u'nozzl', u'circuit', u'time', u'actuat', u'analog', u'piezoelectr', u'eject', u'capacit', u'feedback', u'subsequ', u'power', u'output', u'modul', u'frequenc', u'meniscu', u'potenti', u'refer', u'element', u'expand', u'tempor']"
23,347 19,"[u'test', u'detect', u'determin', u'pattern', u'measur', u'identifi', u'correct', u'whether', u'calibr', u'captur', u'sensor', u'inspect', u'scatter', u'data', u'read', u'defect', u'error', u'detector', u'base', u'failur', u'acquisit', u'method', u'acquir', u'camera', u'print', u'calcul', u'compens', u'process', u'receiv', u'miss', u'patch', u'analyz', u'inform', u'sens', u'dash', u'memori', u'compar', u'check', u'imag', u'valu', u'devic', u'us', u'obtain', u'signal', u'judg', u'schlieren', u'advanc', u'control', u'result', u'oper']"
24,606279,"[u'spinal', u'vertebra', u'spine', u'vertebr', u'disc', u'kambin', u'fusion', u'posterolater', u'tran', u'interbodi', u'column', u'triangl', u'stabil', u'intervertebr', u'spondylolisthesi', u'sacral', u'implant', u'invas', u'necessit', u'facet', u'translaminar', u'superior', u'pedicl', u'children', u'method', u'minim', u'scoliot', u'blocker', u'adult', u'spinou', u'spacer', u'inter', u'anchor', u'iliac', u'brace', u'rod', u'lamina', u'insert', u'screw', u'access', u'exteriorli', u'inlin', u'inferior', u'divers', u'lumbar', u'extens', u'adjac', u'percutan', u'secur', u'wafer']"
25,445 24,"[u'layer', u'organ', u'substrat', u'displai', u'pixel', u'emit', u'devic', u'color', u'light', u'film', u'electroluminesc', u'semiconductor', u'side', u'each', u'plural', u'select', u'between', u'direct', u'second', u'form', u'element', u'continu', u'panel', u'first', u'el', u'over', u'deposit', u'fabric', u'same', u'diod', u'slit', u'line', u'pattern', u'differ', u'least', u'arrai', u'luminesc', u'adhes', u'time', u'ol', u'develop', u'illumin', u'dummi', u'view', u'red', u'mask', u'be', u'wherein', u'target', u'contact']"
26,216 22,"[u'magnet', u'record', u'pole', u'write', u'nonmagnet', u'transduc', u'track', u'medium', u'shield', u'head', u'hard', u'ion', u'magnetoresist', u'media', u'ab', u'resid', u'mill', u'reactiv', u'rie', u'layer', u'trail', u'perpendicular', u'mask', u'wrap', u'remov', u'disk', u'width', u'resist', u'deposit', u'manufactur', u'third', u'ferromagnet', u'field', u'gap', u'perform', u'read', u'nft', u'mr', u'pattern', u'sensor', u'bear', u'around', u'servo', u'ha', u'main', u'stripe', u's', u'sink', u'form', u'fabric']"
27,455558,"[u'card', u'sim', u'ident', u'subscrib', u'uicc', u'modul', u'smart', u'memori', u'insert', u'toolkit', u'store', u'imsi', u'chip', u'identif', u'standbi', u'camp', u'socket', u'contactless', u'eras', u'subscript', u'holder', u'wallet', u'flash', u'read', u'intern', u'secur', u'usim', u'remov', u'termin', u'processor', u'storag', u'instal', u'mobil', u'interfac', u'file', u'execut', u'applic', u'usb']"
28,455557,"[u'accessori', u'uar', u'dock', u'notebook', u'cradl', u'connector', u'interfac', u'usb', u'modem', u'electrostat', u'peripher', u'plug', u'extern', u'devic', u'touchscreen', u'meta', u'fax', u'discharg', u'displai', u'imag', u'audio', u'barcod', u'realiti', u'shell', u'incorpor', u'stand', u'pda', u'connect', u'camera', u'portabl', u'jack', u'held', u'player', u'volatil', u'smart', u'smartphon', u'therebetween', u'attach', u'socket', u'function', u'screen', u'captur', u'wirelessli', u'modular']"
29,3562372,"[u'inspect', u'defect', u'wafer', u'quarterspher', u'haze', u'scatter', u'irradi', u'surfac', u'illumin', u'dark', u'obliqu', u'detect', u'apparatu', u'regular', u'sensit', u'subsystem', u'specimen', u'collector', u'process', u'branch', u'semiconductor', u'bright', u'foreign', u'workpiec', u'imag', u'disk', u'elev', u'classif', u'type', u'without', u'downstream', u'unit', u'correct', u'rough', u'been', u'minut', u'focu', u'avoid', u'thereon']"
30,378 65,"[u'treatment', u'plan', u'therapi', u'therapeut', u'deliv', u'treat', u'radiotherapi', u'patient', u'dose', u'deliveri', u'radiosurgeri', u'ocular', u'target', u'global', u'coordin', u'radiat', u'ey', u'tissu', u'radiodynam', u'diseas', u'fiduci', u'macular', u'inflammatori', u'concomit', u'disord', u'degener', u'optim', u'avoid', u'tumor', u'describ', u'track', u'orthovoltag', u'retina', u'beam', u'follow', u'some', u'util', u'autom', u'develop', u'session', u'administ', u'ophthalm', u'us', u'determin', u'verif', u'system', u'prior', u'motion', u'linac', u'goal']"
31,416 97R,"[u'cool', u'hole', u'circuit', u'film', u'channel', u'serpentin', u'passag', u'wall', u'suction', u'exit', u'row', u'flow', u'edg', u'air', u'imping', u'trail', u'discharg', u'airfoil', u'suppli', u'pressur', u'meter', u'lead', u'showerhead', u'diffus', u'through', u'seri', u'turbin', u'coolant', u'side', u'region', u'caviti', u'interior', u'squealer', u'cannot', u'tip', u'pass', u'form', u'spent', u'extend', u'ga', u'mid', u'convect', u'open', u'hot', u'trench', u'leg', u'floor', u'separ', u'invest', u'slashfac']"
32,705 36R,"[u'portfolio', u'invest', u'asset', u'investor', u'stock', u'equiti', u'index', u'valu', u'risk', u'underli', u'market', u'trade', u'capit', u'secur', u'volatil', u'instrument', u'incom', u'financi', u'fund', u'deriv', u'return', u'fix', u'bond', u'share', u'calcul', u'retir', u'overexposur', u'underexposur', u'indiffer', u'price', u'rebalanc', u'hedg', u'valuat', u'liquid', u'term', u'overvalu', u'undervalu', u'annuiti', u'period', u'surviv', u'futur', u'diversif', u'alloc', u'strategi', u'nav', u'adjust', u'weight', u'posit', u'wealth', u'benchmark']"
33,725 39,"[u'guid', u'preferenti', u'smooth', u'charact', u'microprocessor', u'epg', u'immedi', u'grid', u'electron', u'program', u'acquir', u'less', u'detector', u'ax', u'three', u'displai', u'scan', u'inform', u'esg', u'next', u'tuner', u'memori', u'fragment', u'current', u'kei', u'screen', u'ipg', u'user', u'thu', u'schedul', u'list', u'implement', u'navig', u'tune', u'dimension', u'interfac', u'provid', u'each', u'easili', u'interact', u'past', u'channel', u'discoveri', u'input', u'remov', u'correspond', u'time', u'chosen', u'includ', u'plural']"
34,725 38,"[u'awai', u'encompass', u'225', u'224', u'98', u'218', u'furnac', u'hardcopi', u'76', u'81', u'215', u'74', u'263', u'217', u'221', u'stripper', u'77', u'decryptor', u'53', u'73', u'82', u'206', u'97', u'205', u'201', u'71', u'exhibit', u'printer', u'202', u'channel', u'200', u'thumbnail', u'tuner', u'tune', u'mass', u'22', u'unifi', u'intermedi', u'art', u'speaker', u'parallel', u'meter', u'input', u'inact', u'mosaic', u'autom', u'ui', u'discrimin', u'under', u'zap']"
35,700282,"[u'valv', u'flow', u'pump', u'fluid', u'pressur', u'rate', u'hydraul', u'water', u'mfc', u'drain', u'mistaken', u'loc', u'outlet', u'inlet', u'ga', u'constant', u'open', u'inflow', u'pipe', u'liquid', u'mass', u'control', u'throttl', u'pipelin', u'regul', u'condens', u'through', u'shut', u'slurri', u'wastewat', u'piston', u'coolant', u'tank', u'measur', u'downstream', u'reservoir', u'therethrough', u'compressor', u'sensor', u'chiller', u'spa']"
36,725 32,"[u'advertis', u'insert', u'commerci', u'product', u'content', u'sale', u'splicer', u'replac', u'stream', u'present', u'dure', u'ad', u'static', u'substitut', u'video', u'break', u'segment', u'associ', u'micro', u'skip', u'place', u'target', u'manifest', u'dynam', u'prior', u'altern', u'placement', u'coupon', u'marker', u'unabl', u'computer', u'indicia', u'time', u'after', u'sm', u'describ', u'match']"
37,700286,"[u'power', u'reactionari', u'electr', u'topolog', u'scada', u'energi', u'grid', u'voltag', u'awar', u'wind', u'distribut', u'capacitor', u'network', u'market', u'central', u'surplu', u'disrupt', u'link', u'intellig', u'photovolta', u'capac', u'situat', u'wide', u'turbin', u'transmiss', u'manag', u'util', u'statu', u'circumst', u'buse', u'aggreg', u'substat', u'time', u'commun', u'solar', u'i', u'node', u'bank']"
38,711162,"[u'backup', u'copi', u'snapshot', u'volum', u'replic', u'sourc', u'creat', u'back', u'storag', u'up', u'primari', u'restor', u'remot', u'mirror', u'site', u'target', u'journal', u'secondari', u'data', u'imag', u'point', u'pair', u'duplic', u'asynchron', u'consist', u'destin', u'comput', u'migrat', u'time', u'relationship', u'flashcopi', u'replica', u'recoveri', u'chang', u'cascad', u'disast', u'store', u'dedupl', u'inherit', u'virtual', u'clone', u'tape', u'server', u'host', u'synchron', u'system', u'product', u'dataset', u'cdp', u'occasion']"
39,711163,"[u'secur', u'protect', u'unauthor', u'permiss', u'confidenti', u'privileg', u'restrict', u'access', u'inaccess', u'prohibit', u'authent', u'unprotect', u'vmm', u'prevent', u'smp', u'malici', u'virus', u'login', u'hidden', u'permit', u'worm', u'trust', u'approv', u'right', u'deni', u'identif', u'pc', u'impos', u'plai', u'42', u'decrypt', u'disabl', u'mode']"
40,711161,"[u'archiv', u'synthet', u'migrat', u'volum', u'modular', u'inact', u'imbal', u'immut', u'date', u'storag', u'novel', u'activ', u'replic', u'articl', u'creat', u'librari', u'tape', u'copi', u'site', u'hand', u'snapshot', u'profil', u'administr', u'prepar', u'differenti', u'dedupl', u'data', u'duplic', u'manufactur', u'without', u'sinc', u'exampl', u'retriev', u'after', u'between', u'file', u'from']"
41,711167,"[u'strobe', u'clock', u'signal', u'time', u'delai', u'indetermin', u'nth', u'heavi', u'interfac', u'latenc', u'adjust', u'synchron', u'control', u'memori', u'command', u'deadlin', u'cycl', u'read', u'receipt', u'phase', u'compens', u'train', u'period', u'tune', u'methodolog', u'schedul', u'devic', u'bu', u'calibr', u'circuit', u'intern', u'oper', u'captur', u'burst', u'write']"
42,711165,"[u'migrat', u'move', u'tier', u'reloc', u'amm', u'shield', u'destin', u'mover', u'copi', u'plan', u'defragment', u'sourc', u'storag', u'threshold', u'mc', u'movement', u'score', u'semi', u'extent', u'volum', u'infrequ', u'fig', u'placement', u'area', u'locat', u'differ', u'note', u'manag', u'entiti', u'exist', u'data', u'chosen', u'trend']"
43,701408,"[u'cart', u'shop', u'paid', u'queu', u'locat', u'navig', u'articl', u'apparatus', u'rf', u'store', u'displai', u'indoor', u'geograph', u'circuitri', u'custom', u'map', u'mobil', u'skid', u'magnet', u'data', u'messag', u'radio', u'user', u'inform', u'posit', u'receiv', u'purpos', u'street', u'track', u'destin', u'server', u'coordin', u'exit', u'present', u'geo', u'mai']"
44,701409,"[u'map', u'navig', u'geograph', u'locat', u'geofenc', u'handheld', u'displai', u'zoom', u'room', u'version', u'user', u'street', u'data', u'databas', u'icon', u'identifi', u'indoor', u'appear', u'inform', u'featur', u'interest', u'background', u'point', u'imag', u'scroll', u'area', u'new', u'name', u'view', u'associ', u'mobil', u'symbol', u'posit', u'digit']"
45,701400,"[u'navig', u'rout', u'largest', u'user', u'displai', u'destin', u'techniqu', u'locat', u'client', u'databas', u'reconstruct', u'geograph', u'interest', u'mark', u'point', u'inform', u'receiv', u'offer', u'origin', u'portabl', u'store', u'map', u'queri', u'resourc', u'her']"
46,424 59,"[u'uv', u'sunscreen', u'tan', u'sun', u'photostabil', u'sunless', u'tint', u'uva', u'photoprotect', u'dihydroxyaceton', u'triazin', u'ultraviolet', u'spf', u'redden', u'darken', u'suntan', u'healthili', u'uvb', u'radiat', u'sunburn', u'singlet', u'notic', u'emul', u'skin', u'darker', u'ethoxybenzaldehyd', u'helianthu', u'dibenzoylmethan', u'zeaxanthin', u'excit', u'protect', u'cosmet', u'c30', u'withstand', u'look', u'benzotriazol', u'photodegrad', u'cyanodiphenylacryl', u'straight', u'photost', u'shade', u'alkoxi', u'hyperpigment', u'avobenzon', u'carotenoid', u'alkyl', u'retinoid', u'topic', u'r3', u'titanium']"
47,702 63,"[u'batteri', u'charg', u'soc', u'voltag', u'capac', u'discharg', u'pack', u'soh', u'current', u'recharg', u'state', u'remain', u'life', u'cell', u'deterior', u'lithium', u'secondari', u'electrochem', u'estim', u'mcu', u'power', u'storag', u'charger', u'resist', u'health', u'microcomput', u'electr', u'intern', u'vehicl', u'converg', u'accumul', u'ignit', u'characterist', u'calcul', u'store', u'termin', u'ag']"
48,349 65,"[u'guid', u'emit', u'plate', u'backlight', u'light', u'sourc', u'led', u'surfac', u'incid', u'diod', u'unit', u'lgp', u'sheet', u'reflect', u'enter', u'side', u'exit', u'bottom', u'entranc', u'introduc', u'illumin', u'from', u'lightguid', u'toward', u'back', u'lumin', u'inclin', u'modul', u'later', u'edg', u'hot', u'bright', u'dim', u'evenli', u'end', u'assembl', u'diffus', u'local', u'effici', u'front', u'mount', u'micromet', u'arrang', u'emiss', u'improv', u'28', u'wedg', u'reflector', u'protrus']"
49,438 46,"[u'emit', u'iii', u'gan', u'light', u'nitrid', u'grai', u'ingan', u'growth', u'aln', u'ident', u'950', u'tone', u'lift', u'type', u'diod', u'n', u'p', u'v', u'group', u'grow', u'mg', u'mocvd', u'off', u'algan', u'emiss', u'm', u'sapphir', u'multilay', u'\u03bcm', u'gallium', u'h', u'consequ', u'half', u'compound']"
50,345156,"[u'user', u'movement', u'haptic', u'detect', u'motion', u'handheld', u'devic', u'input', u'interfac', u'game', u'interact', u'hand', u'commun', u'command', u'electron', u'system', u'gestur', u'posit', u'oper', u'sensor', u'gaze', u'comput', u'actuat', u'orient', u'rocker', u'remot', u'action', u'trigger', u'freedom', u'captur', u'feedback', u'human', u'control', u'wireless', u'cursor', u'transmit', u'track', u'magnetomet', u'menu', u'relat', u'wrist', u'more', u'portabl', u'peer', u'metaphor', u'inform', u'sensat', u'base', u'hous', u'past']"
51,345157,"[u'cursor', u'movement', u'pointer', u'point', u'move', u'mpu', u'user', u'motion', u'posit', u'input', u'coordin', u'angular', u'track', u'interfac', u'devic', u'veloc', u'screen', u'rel', u'comput', u'slightli', u'detect', u'hand', u'graviti', u'remot', u'oper', u'calcul', u'microprocessor', u'click', u'flash', u'pickup', u'displac', u'base', u'space', u'predetermin', u'moveabl', u'button', u'navig', u'camera', u'control', u'system', u'within', u'inform']"
52,340435,"[u'obstacl', u'vehicl', u'blind', u'lane', u'collis', u'driver', u'spot', u'imag', u'distanc', u'object', u'ahead', u'warn', u'rear', u'danger', u'view', u'camera', u'rearward', u'radar', u'distract', u'drive', u'region', u'sight', u'impend', u'pictur', u'detect', u'captur', u'look', u'intervent', u'collid', u'narrow', u'left', u'right', u'avoid', u'vision', u'road', u'direct', u'revers', u'front', u'departur']"
53,345158,"[u'aural', u'gestur', u'movement', u'shake', u'motion', u'wand', u'touchless', u'orient', u'cursor', u'twist', u'consol', u'porthol', u'hand', u'contactless', u'instantan', u'sensori', u'remot', u'plai', u'point', u'transceiv', u'acceleromet', u'detect', u'acceler', u'user', u'sensor', u'song', u'command', u'camera', u'interact', u'entertain', u'compat', u'tv', u'move', u'wireless', u'angular', u'rel', u'captur', u'track', u'projector', u'pointer', u'devic', u'commun', u'attitud', u'gyroscop', u'navig', u'posit', u'contempl', u'interfac', u'control', u'game']"
54,701533,"[u'rout', u'map', u'destin', u'navig', u'search', u'graph', u'area', u'user', u'bridg', u'citi', u'thing', u'street', u'inform', u'point', u'displai', u'candid', u'locat', u'data', u'co', u'store', u'receiv', u'text', u'road', u'exit', u'graphic', u'plan', u'network', u'voic', u'textual', u'telephon', u'depict', u'comput', u'previou', u'identifi', u'entranc', u'view', u'geograph', u'trace', u'longitud', u'usag', u'node', u'repres', u'upcom', u'retriev', u'free']"
55,475331,"[u'neighbor', u'contra', u'typic', u'support', u'axial', u'radial', u'numer', u'carrier', u'compon', u'certain', u'relat', u'bear', u'flang', u'form', u'turbin', u'piec', u'washer', u'star', u'mount', u'given', u'wind', u'planet', u'metal', u'pin', u'suitabl', u'outer', u'portion', u'circl', u'mesh', u'assembl', u'bolt', u'end', u'plai', u'angularli', u'epicycl', u'edg', u'rel', u'circumfer', u'work', u'gearbox', u'extend', u'inner', u'least', u'applic', u'journal', u'counter', u'fan', u'interlock', u'outboard', u'joint']"
56,D 8356,[]
57,D 8354,[]
58,600585,"[u'guidewir', u'wire', u'core', u'guid', u'nitinol', u'shapeabl', u'stainless', u'taper', u'distal', u'steel', u'flatten', u'weld', u'join', u'superelast', u'coil', u'kink', u'alloi', u'elong', u'mandrel', u'mesial', u'unequ', u'chamfer', u'tubular', u'stiff', u'helic', u'slot', u'proxim', u'flexur', u'glu', u'radiopac', u'section', u'solder', u'twist', u'crystallograph', u'austenit', u'corewir', u'friction', u'torqu', u'medic', u'end', u'member', u'ribbon', u'tensil', u'cross', u'steerabl', u'outer', u'portion', u'manufactur', u'nickel', u'undul']"
59,600587,"[u'forc', u'dither', u'vi', u'orthopaed', u'pose', u'measur', u'knee', u'load', u'magnitud', u'nippl', u'limb', u'exert', u'weight', u'malign', u'joint', u'experienc', u'author', u'homogen', u'simul']"
60,707767,"[u'suggest', u'recommend', u'autocomplet', u'spell', u'queri', u'search', u'user', u'charact', u'rise', u'term', u'partial', u'select', u'vocabulari', u'candid', u'refin', u'maxim', u'complet', u'bi', u'divers', u'word', u'addition', u'phrase', u'previou', u'provid', u'phone', u'intent', u'displai', u'similar', u'string', u'result', u'recept', u'expans', u'meaning', u'behavior', u'assist', u'click', u'past', u'ambigu', u'rank', u'most', u'probabl', u'session', u'instant', u'base', u'input', u'pair', u'engin', u'possibl', u'thing', u'explicit']"
61,707765,"[u'refin', u'queri', u'expand', u'search', u'expans', u'sibl', u'result', u'term', u'background', u'candid', u'bridg', u'keyword', u'inclus', u'interpret', u'engin', u'obtain', u'against', u'infer', u'select', u'dictionari', u'snippet', u'issu', u'relev', u'from', u'on', u'other', u'enter', u'gener', u'mean']"
